seller_id,seller_zip_code_prefix,seller_city,seller_state,seller_geolocation_lat,seller_geolocation_lng
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,São Paulo,-23.05304189466101,-47.82668218398306
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,Paraná,-25.43973455092621,-49.23898008756995
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,São Paulo,-23.467961586450706,-46.57785809229264
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,Santa Catarina,-28.03058138718329,-48.6232941268394
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,São Paulo,-23.545875824311853,-46.495076280598994
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,Minas Gerais,-22.75730858459437,-46.146860544474805
1f9ab4708f3056ede07124aad39a2554,17602,tupa,São Paulo,-21.926412951702897,-50.50201500769061
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,São Paulo,-23.449683918402663,-46.42499685858965
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,Paraná,-25.501423474320543,-49.18585452899767
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,São Paulo,-23.54901869969416,-46.53016813419699
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,São Paulo,-23.63058688480546,-46.61784924409308
d3674f271c91f824f82d24d92011f669,72233,brasilia,Distrito Federal,-15.8479116311484,-48.113537408007325
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,Distrito Federal,-15.782043456257378,-47.93315794781743
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,Santa Catarina,-28.32219069244337,-49.17599923179213
5c030029b5916fed0986310385ec9009,88075,sao jose,Santa Catarina,-27.58917099140166,-48.579840372323886
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,São Paulo,-22.71546709270584,-47.635676361907855
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,Rio Grande do Sul,-30.06668821565009,-51.230430601592616
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,Minas Gerais,-22.15943297199289,-46.04248713002635
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,Minas Gerais,-19.870727171878407,-43.90209347506171
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,Minas Gerais,-19.83352149096896,-43.97945557715392
8759e7aedd644f487315e5860962f162,9251,santo andre,São Paulo,-23.63012225618895,-46.50849543228113
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,São Paulo,-23.620631908967603,-46.693414949477805
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,São Paulo,-23.569404358329848,-46.80225104801202
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,São Paulo,-22.973879877878712,-47.00158571500767
ef990a83bbea832f36ebe81376335aa8,89214,joinville,Santa Catarina,-26.326849547319537,-48.88730149417162
41e0fa5761c886a630994a55c12087e7,11446,guaruja,São Paulo,-23.94221712243161,-46.17619585702128
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,Rio de Janeiro,-22.899049452313687,-42.54511250879865
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,Santa Catarina,-26.649650999999945,-48.73975099999996
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,Rio de Janeiro,-22.42418515398583,-43.130821932744674
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,Rio Grande do Sul,-29.83109171668273,-50.52384312961054
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,Paraná,-25.088134107132547,-50.156870375238086
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,São Paulo,-23.457728286742,-46.85581427420338
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,São Paulo,-23.67421998335158,-46.50327733847877
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,São Paulo,-22.00099491618097,-47.85744211754855
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,São Paulo,-23.56788800367556,-46.79159598934426
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,São Paulo,-21.76646215629172,-48.83141936080684
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,São Paulo,-23.611800214028737,-46.74823955633987
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,Paraná,-25.534713626939418,-49.193442479102025
a416b6a846a11724393025641d4edd5e,3702,sao paulo,São Paulo,-23.51586720483004,-46.547160883432376
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,São Paulo,-23.486507913234,-46.9548575255108
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,São Paulo,-23.52909716209814,-46.80467574686946
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,São Paulo,-29.182653,-51.16133875233092
ef506c96320abeedfb894c34db06f478,3569,sao paulo,São Paulo,-23.545255473772286,-46.49077064501702
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,Santa Catarina,-26.32136244907378,-48.832695854146245
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,Minas Gerais,-18.644142617883528,-48.192514361520345
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,Minas Gerais,-19.866535203506597,-44.025857520957096
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,Santa Catarina,-26.49330894754457,-49.06283419276925
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,São Paulo,-21.757803591517376,-48.83330106560003
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,São Paulo,-23.714655610335203,-46.543522946419394
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,Santa Catarina,-27.816828816073887,-50.32624830911988
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,Rio Grande do Sul,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,15805,catanduva,São Paulo,-21.11555933289448,-48.96109465308745
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,São Paulo,-23.71241687820645,-46.4126532690584
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,São Paulo,-23.63322503690352,-46.71237495822037
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,São Paulo,-21.242489002894526,-48.3146488154296
b56906f7fd1696e043f1bcce164c487b,19830,echapora,São Paulo,-22.429715848337285,-50.20779045741844
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,São Paulo,-23.60575455314791,-46.85185893282939
669ae81880e08f269a64487cfb287169,89160,rio do sul,Santa Catarina,-27.211751489007067,-49.63453346546241
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,São Paulo,-23.5935194454671,-46.61371123688613
674207551483fec113276b67b0d871ff,18040,sorocaba,São Paulo,-23.50065948798106,-47.477009368812354
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,Rio de Janeiro,-22.837102387443096,-43.3229438237636
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,São Paulo,-21.36757068180344,-48.06270442872158
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,Rio de Janeiro,-22.985229510675804,-43.20632204954123
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,São Paulo,-23.52628837691152,-46.64039959423503
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,Rio de Janeiro,-22.74699271085004,-42.92842944300384
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,São Paulo,-23.633366061053763,-46.77178006494889
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,São Paulo,-20.81650251093967,-49.49597518667646
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,São Paulo,-23.68117965528881,-46.54289719386577
709e16e2b25c7474d980076c6bfc4806,16200,birigui,São Paulo,-21.305693765612407,-50.34148773854982
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,São Paulo,-23.545859410180075,-46.49097687278091
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,Minas Gerais,-19.838631980581614,-43.94555187523808
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,Rio de Janeiro,-22.882270579231395,-43.26992556950789
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,Rio de Janeiro,-22.90708116847478,-43.18566819677997
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,São Paulo,-21.744612482807785,-48.81522564235131
99cd94252748d2bdde08e17858233602,12401,sao paulo,São Paulo,-22.921909977091275,-45.46013243909337
698624c6632eeba1774924dbea24c700,1425,sao paulo,São Paulo,-23.573284910352584,-46.6592021873449
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,São Paulo,-22.67717767776562,-50.44174377560733
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,São Paulo,-22.69293482292687,-46.98705525644875
d6b664fa0667064c6d76394e7848d790,14801,araraquara,São Paulo,-21.80330500106833,-48.19539128915131
98f52e1020fe788c10c0418de4393fec,27963,macae,Rio de Janeiro,-22.337930028795487,-41.75549985871914
62760d278921b5f352461620d68a9cee,13320,salto,São Paulo,-23.201684318627706,-47.30110556717061
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,São Paulo,-22.387520983441288,-47.563940600880585
3f9be91358837bff69df67edfa3e42e8,86039,londrina,Paraná,-23.321804543424392,-51.13625361226843
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,São Paulo,-23.50116661143172,-46.72792414377629
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,São Paulo,-21.184861651682134,-47.80815080529749
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,Rio Grande do Norte,-22.839119654452084,-43.29576727629984
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,Minas Gerais,-21.69175804531425,-45.252382700671625
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,São Paulo,-23.61325890813089,-46.59984838703906
87d73636a3acf123e842bb890a4db036,15190,nhandeara,São Paulo,-20.69746664808364,-50.03824976654687
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,São Paulo,-21.762924782300235,-48.82983668879448
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,São Paulo,-23.53831368720068,-46.51786708881068
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,Distrito Federal,-15.851062204288551,-47.96523270018919
05ca864204d09595ae591b93ea9cf93d,6465,barueri,São Paulo,-23.48578880554824,-46.87151175378872
9d39404483343dd55c7ae254494d8388,1044,sao paulo,São Paulo,-23.54669818789317,-46.64068909380236
f9eda05b67bef472deaddbba84aca289,88870,orleans,Santa Catarina,-28.35187245321884,-49.29061919273909
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,Distrito Federal,-15.8277476388504,-47.92487933173665
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,São Paulo,-23.47057882737028,-46.59822704648282
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,São Paulo,-23.50097763469062,-46.62712333406575
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MatoGrosso,-15.662533958999964,-56.05458364574711
e5899683388855d3dabe8913bbe365de,13575,sao carlos,São Paulo,-22.036763388568268,-47.90558633403538
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,São Paulo,-23.540111706359266,-46.63701681043339
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,São Paulo,-23.547513078019307,-46.5592877082925
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,Rio de Janeiro,-22.924552726325903,-43.21189223353928
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,Paraná,-24.296378267905972,-53.31523230722216
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,Rio de Janeiro,-22.93041141123826,-43.69260283073756
ea00f977a203ff88adf7057cb7806998,11085,santos,São Paulo,-23.93046209130899,-46.340044249471774
82e0a475a88cc9595229d8029273f045,3417,sao paulo,São Paulo,-23.539685940879476,-46.54635608021235
ad75519a07f039025e83795a4418470f,76500,santa terezinha de goias,Goiás,-14.43468419408557,-49.70519241955994
34aefe746cd81b7f3b23253ea28bef39,81210,curitiba,Paraná,-25.454473502077477,-49.3383284207686
ed4acab38528488b65a9a9c603ff024a,8260,sao paulo,São Paulo,-23.55990246681872,-46.4359815
f0837c8d71434931d9e38e7b79234797,95995,arvorezinha,Rio Grande do Sul,-28.876331266107723,-52.17911816960808
fce62094ffe6a4009188ec44e681dfdd,4674,sao paulo,São Paulo,-23.663284597813057,-46.68359333971952
ebef8d8c92b4fd3226e5d407bbff21ac,14020,ribeirao preto,São Paulo,-21.210104711049134,-47.80139005429387
d73cbd89533ce8b041a9190241453ac8,36525,guiricema,Minas Gerais,-21.00104317963684,-42.72594361527237
75a4764c108403a7a0575140cb22287c,95072,caxias do sul,Rio Grande do Sul,-29.17376467545709,-51.14416060441856
70c0fda4c313d87115644d39e62eec60,55004,caruaru,Pernambuco,-8.287509344990863,-35.97239846287297
ffcfefa19b08742c5d315f2791395ee5,80045,curitiba,Paraná,-25.4242885700848,-49.25890026810551
26e13b6ff5b641b329e5524241ee2c93,14401,franca,São Paulo,-20.52902907401047,-47.37795059392079
0ade5cc4a305ed7093a23f68ca47519c,81030,curitiba,Paraná,-25.486358207051747,-49.27829971565007
fc59392d66ef99377e50356ee4f3b4e1,40243,salvador,Bahia,-12.987891315086728,-38.50207451514081
b18dc380845b24038cfc48006478f099,9951,diadema,São Paulo,-23.687717563419696,-46.58601215459631
f22a247b79dd22ecd91dc8e3b2a1b07c,8573,itaquaquecetuba,São Paulo,-23.49349234396164,-46.345641335399336
889009a0ed0bb52c87819941192931b8,18682,lencois paulista,São Paulo,-22.62562010486141,-48.78817871594125
ffc470761de7d0232558ba5e786e57b7,7091,guarulhos,São Paulo,-23.464392221253405,-46.54273714209829
4c498c7345e89aebad651544829beca0,6341,carapicuiba,São Paulo,-23.57241932843741,-46.81653106742156
01bcc9d254a0143f0ce9791b960b2a47,76400,uruacu,Goiás,-14.52599695592877,-49.143740712792784
f021c962aaba8ef6eb527a9c2c8394d1,88301,itajai,Santa Catarina,-26.903680013157164,-48.65897383831711
024b564ae893ce8e9bfa02c10a401ece,3280,sao paulo,São Paulo,-23.584265203445064,-46.53648617692888
a513150f33f99a06569e9cd5c4bb889b,1545,sao paulo,São Paulo,-23.57823747792722,-46.62451311226843
c1dde11f12d05c478f5de2d7319ad3b2,1026,sao paulo,São Paulo,-23.54001724395527,-46.62974091312255
02f5837340d7eb4f653d676c7256523a,80620,curitiba,Paraná,-25.457940157366288,-49.28674046808813
7b98de631987e26dd6d803490c43a13c,87900,loanda,Paraná,-22.935697598959287,-53.14280421683184
f12ff17ad8bbf01ec5c33b17e506649b,3186,sao paulo,São Paulo,-23.567258514570952,-46.58312233236194
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,São Paulo,-21.86975328227279,-51.84065273073946
6a8a889bde935bafa76d7848782dfaf9,2839,sao paulo,São Paulo,-23.478444817098488,-46.68330696932888
42b6488f5b8246d9141712abd4b1b693,87014,maringa,Paraná,-23.437498123028117,-51.94539305954816
d6cd01c59123df02fc226eadbadb5f89,1207,sao paulo,São Paulo,-23.538792782128205,-46.63896631571352
c8e135e7b21ecbc36c1153a29d2f5a06,1411,sao paulo,São Paulo,-23.5641124118818,-46.6645303395753
229c3efbfb0ea2058de4ccdfbc3d784a,30190,belo horizonte,Minas Gerais,-19.93222272967278,-43.95105292394259
f9a02f1922d1de564392e656d82b3fda,8502,ferraz de vasconcelos,São Paulo,-23.537166864166764,-46.36012578379882
9523fb39dd240aa958e040f8183d64f3,1541,sao paulo,São Paulo,-23.568722298084143,-46.61880092397124
95ec4458365c4d11f452ccf538377619,13481,limeira,São Paulo,-22.598735259507176,-47.40023602039932
6ec1a01e866584bb679eb9b098345919,11040,santos,São Paulo,-23.97466802643912,-46.31641851869122
f6122bc84774df1b372bdb3bb88ddb9f,6436,barueri,São Paulo,-23.53691608565292,-46.89129197926243
fa40cc5b934574b62717c68f3d678b6d,2310,sao paulo,São Paulo,-23.474603284205678,-46.6020543820474
623ad9d0c1e14bb5464a8c72bff7b4af,35530,claudio,Minas Gerais,-20.443435811230973,-44.766352018944886
c0098efcf800861dcae589affca31408,14080,ribeirao preto,São Paulo,-21.16112880246806,-47.80062708758594
a63bfbaa882c8f4542891b4e2246cc7f,24355,niteroi,Rio de Janeiro,-22.943799988568163,-43.052319927410544
48b6c3f4c6a93171da04b75313f2130f,17700,osvaldo cruz,São Paulo,-21.789630896147724,-50.875011443353024
270d3ef21830ad0ecf3a6c53d08a533a,6380,carapicuiba,São Paulo,-23.55134994036523,-46.83514188734528
89c127985a8b130cfa45c1d36764017a,6016,osasco,São Paulo,-23.535188999999995,-46.77570000000001
8b2492b7ff4468839593fafeed55bad9,24451,sao goncalo,Rio de Janeiro,-22.838553438186384,-43.016275381514205
1e9d5a33694bddb76316fd1f54734d20,78820,jaciara,MatoGrosso,-15.968680964093672,-54.95804146826574
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,Santa Catarina,-27.001100999999945,-48.62379499999997
8e34331b7eedd03be4e5d965c1956225,4009,sao paulo,São Paulo,-23.59134279459917,-46.63557261134677
aaed1309374718fdd995ee4c58c9dfcd,89120,timbo,Santa Catarina,-26.81689130539277,-49.28518817076504
11d4c477d09821164bca4f70a2eae031,14075,ribeirao preto,São Paulo,-21.14441285645332,-47.78549744093521
ff314fa6033cc68ec451c47aee2d6ba4,5424,sao paulo,São Paulo,-23.567639521784308,-46.69795344754456
d1c7fa84e48cfa21a0e595167c1c500e,99730,jacutinga,Rio Grande do Sul,-27.729372911015968,-52.537491045681705
c7246702dc991a06d788120dc7544391,60440,fortaleza,Ceará,-3.759613027832149,-38.57080726565557
e819bcfade7b5d88a27325eb6cfd62c5,7242,guarulhos,São Paulo,-23.437528376074795,-46.42579207507646
6d2f2e3b539480db1e0842b3a4e32e6e,7051,guarulhos,São Paulo,-23.467490999999995,-46.5481935
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,São Paulo,-23.56892589286744,-46.372428309048416
9e6229250fedbe05838fef417b74e7fb,16800,mirandopolis,São Paulo,-21.13080187873978,-51.10403658833096
5abb8ea023c77787f2c15da891c8d384,89228,joinville,Santa Catarina,-26.27639037108313,-48.807154388424046
1d953075c2f0dd990bacf27b83b330f1,30421,belo horizonte,Minas Gerais,-19.940270562871444,-43.97450938037395
817245bcc3badd82bbd222e0366951a6,17056,bauru,São Paulo,-22.336262346942025,-49.08338390159247
caa9bc43a9fe8cf9c564ddd8a03cc4a6,12308,jacarei,São Paulo,-23.30137661726011,-45.962692417710166
615005a3ef192c00c6f0e977cee3d2bc,13304,itu,São Paulo,-23.27926412989781,-47.27592574591717
1284de4ae8aa26997e748c851557cf0e,85301,laranjeiras do sul,São Paulo,-25.40014983582761,-52.41424701044323
5fd924b4836098a5be0ecf81ba054ce0,3554,sao paulo,São Paulo,-23.53963585928213,-46.505671287119874
7178f9f4dd81dcef02f62acdf8151e01,89560,videira,Santa Catarina,-27.01417428585824,-51.13833064585687
8132b9bd16876e1b0f8808d43825dd48,88058,florianopolis,Santa Catarina,-27.44841603191186,-48.380296913959256
3f995f07c49d0d55a99d5c54957f7d81,6853,itapecerica da serra,São Paulo,-23.69200633083272,-46.854801067863086
a6bd7d1ccdac48c6b33b28596b7eb122,58280,mamanguape,Paraíba,-6.836683507086495,-35.123159235463774
6650fcccd8cd2f7e55ffa524f30c4c59,8490,sao paulo,São Paulo,-23.56941720483004,-46.40927070996593
3db66a856d18a9cba7c9241fc5221c50,35430,ponte nova,Minas Gerais,-20.39932989385297,-42.87965518756176
8b181ee5518df84f18f4e1a43fe07923,87360,goioere,São Paulo,-24.18480798514186,-53.02456719161644
10ff823eda2b032e2c93d17a7d294736,17280,pederneiras,São Paulo,-22.348171367125207,-48.79794255072
b4a476fbd28de64b1e347abf9089366a,6653,itapevi,São Paulo,-23.54254279323744,-46.92739745798244
39c763cca83e654764b7a4a650fb9b7c,74563,goiania,Goiás,-16.64970390267282,-49.270562444849645
dadc51ef321949ec9a3ab25cd902e23d,4821,sao paulo,São Paulo,-23.721020999999997,-46.6967745
83b08de96980757220871b31bf6cffca,21820,rio de janeiro,Rio de Janeiro,-22.88610451485941,-43.47156150000001
14a08204d03bb6b6bde8029f801ae0eb,1026,sao paulo,São Paulo,-23.53984025062037,-46.6302639919499
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,São Paulo,-23.5431397821282,-46.57427252360199
28872dc528e978a639754bc8c2ce5a4c,95070,caxias do sul,Rio Grande do Sul,-29.16587996505644,-51.14973200854614
c85d7b477a709c85a1e8b8f25aa1b270,9640,sao bernardo do campo,São Paulo,-23.655662474897458,-46.57497322009348
739c7d7be81f63812dea0d1b1451c651,58400,campina grande,Paraíba,-7.223634486431717,-35.88458010835845
657969cca82e884d272385ec0ef06edd,93608,estancia velha,Rio Grande do Sul,-29.66458023942541,-51.15249469505975
455befea1bb853c75ccbca94cff26e5c,27525,resende,Rio de Janeiro,-22.478292000000003,-44.49997125
800214c63934acd05d47e84214db8ba8,89251,jaragua do sul,Santa Catarina,-26.491433489324184,-49.08117169900166
5cf1ec37aea089f45110c70653a166ab,2215,sao paulo,São Paulo,-23.493554056898827,-46.58282182223439
0a82f5fb06a4fe4ac2cf7cb412ec71b8,5524,sao paulo,São Paulo,-23.596177899022614,-46.74306732074079
e45edf75f568ed2f93f78d060e246e25,22790,rio de janeiro,Rio de Janeiro,-23.0030955,-43.4836305
3d621842b2ed28e2b474132480edac3c,8041,sao paulo,São Paulo,-23.515753547319537,-46.44106312101101
baf15155e37ef5492731459bdc05be8a,5715,sao paulo,São Paulo,-23.62941256702638,-46.73255008618496
c0aff2da32c17759d30b22fb0af6649d,88032,florianopolis,Santa Catarina,-27.534922070970403,-48.51009750235193
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,São Paulo,-23.48773460891377,-47.51170269219221
4deebb3199eeafb282ae33229144f94b,2112,sao paulo,São Paulo,-23.512668178041054,-46.58665534166385
9d69ba0a7a626a64dc5db08e529559cf,14075,ribeirao preto,São Paulo,-21.139522617260106,-47.79697110782505
f92d8c817434bd2d84d4e9c61322b7fa,18048,sorocaba,São Paulo,-23.53172370865628,-47.47077240318353
8ca5b19e0263150d2c57afdde2b3d011,9336,maua,São Paulo,-23.660494136534258,-46.41181796032651
eec3469d83e142f9a104886655338c37,17030,bauru,São Paulo,-22.321937860118855,-49.04023950917527
55bb6fe5bebe5012e2d7d9928e1128ff,17052,bauru,São Paulo,-22.34625346018229,-49.09797957022904
d180e07dc1e58c31c3f0cd599dc4d945,30620,belo horizonte,Minas Gerais,-19.988357887875782,-43.9994527703272
d6b1ce66b035a475f00c017792ff9769,13327,salto,São Paulo,-23.178039988343244,-47.31464231072184
3aa3c89ae3cd482385568be76120f63c,74343,goiania,Goiás,-16.734027195704716,-49.30624508015347
fe4cd9461203cee790d36792420b310f,35300,caratinga,Minas Gerais,-19.794384868190427,-42.138420187270825
c3aad7dc65449ae90a5e9c3c6c1e78e0,15350,auriflama/sp,São Paulo,-20.69169417575421,-50.55323164391902
f5fea3ffed6c2e889bab72705557c63a,21240,rio de janeiro,Rio de Janeiro,-22.809670378208576,-43.33107882934308
ececbfcff9804a2d6b40f589df8eef2b,14407,franca,São Paulo,-20.50358367527096,-47.4110631435163
a254c682cc01e119f83530446f1df9a9,16500,cafelandia,São Paulo,-21.80668040331284,-49.60241820112023
830379336fad8c6f3b15a4a3ddb5c66e,2518,sao paulo,São Paulo,-23.511444059897368,-46.66617891318112
7d13fca15225358621be4086e1eb0964,14050,ribeirao preto,São Paulo,-21.166497649460435,-47.82279978212821
1b4c3a6f53068f0b6944d2d005c9fc89,88730,sao ludgero,Santa Catarina,-28.328413564385265,-49.17351188955208
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,Minas Gerais,-21.120406896900924,-42.90956919215764
b8555308bfdb4ca1ed54325a58da9a97,9751,sao bernardo do campo,São Paulo,-23.69341470027368,-46.548848389696914
71593c7413973a1e160057b80d4958f6,3407,sao paulo / sao paulo,São Paulo,-23.543375709205907,-46.54811591153953
1dc2de47ee26a0a5b12dc14fd6dc0dea,14940,ibitinga,São Paulo,-21.765913886237584,-48.83136141893369
6c6e3d67f969468f3bfd33f827a31222,87035,maringa,Paraná,-23.388299746958378,-51.90768990573585
